"","Year","ID","No_Patches","Mean_Area","Mean_PAR","Mean_Div","CID"
"1",2010,1,446,0.0258248198819863,5.56569378692996,0.0613703265925777,1
"2",2010,2,1914,0.0069074555914954,5.47406376126272,0.562246163460495,1
"3",2010,3,3083,0.00482551110703668,5.74717979960999,0.481419584393518,1
"4",2010,4,1763,0.00902709506947457,5.25986782985099,0.333657559036899,1
"5",2010,5,928,0.00969326696080538,5.8736489352685,0.0359961563563291,1
"6",2010,6,2090,0.00568799482114215,5.45198584762034,0.199053683561314,1
"7",2010,7,2294,0.00709210321511547,5.65743004375887,0.565124920152571,1
"8",2010,8,2327,0.00634845495710012,5.34517864067369,0.524276847910379,1
"9",2010,9,2409,0.00396877571372404,5.62798178769237,0.322994504026908,1
"10",2010,10,2903,0.00487404425304592,5.55321555816016,0.25730450948755,1
"11",2010,11,1174,0.00961504627423145,4.52694272903979,0.297416895156092,1
"12",2010,12,486,0.0244530670007962,5.51862893027909,0.0530834094790995,1
"13",2010,13,521,0.0141980736052257,5.56237388603524,0.454506716484613,1
"14",2010,14,576,0.0231116111188742,5.4576670523561,0.0378454631212339,1
"15",2010,15,2140,0.00783443097293522,5.5882979905595,0.144392044665938,1
"16",2010,16,2130,0.00378875156426654,5.6669195393198,0.27294416502461,1
"17",2010,17,1179,0.00703308704959572,5.30726885958078,0.159477647437694,1
"18",2010,18,1020,0.0169461179971728,5.48837892937599,0.0439428840606806,1
"19",2010,19,1208,0.0143299226438622,5.46611234932164,0.0581485701955482,1
"20",2010,20,527,0.0384625512527798,5.64791464348834,0.0214154727754136,1
"21",2010,21,1400,0.0107848535202298,5.38349636878944,0.0690262782034307,2
"22",2010,22,481,0.0425339185918309,5.60689309877533,0.0208203706891654,2
"23",2010,23,1020,0.0163952013744382,4.74202254264117,0.173237048970126,2
"24",2010,24,1817,0.00935300741139135,5.66737777806534,0.14595599432872,2
"25",2010,25,1638,0.0101487644430819,5.87370183830166,0.148219078359114,2
"26",2010,26,1,21.8407415764974,0.0111301784770989,0,2
"27",2010,27,1231,0.00518915901832336,4.48175763947616,0.72815453070272,2
"28",2010,28,2,6.76026518863911,2.01038127979863,2.21501930732781e-05,2
"29",2010,29,725,0.0278057303000222,5.63211671244257,0.018920557620828,2
"30",2010,30,1716,0.0101286573103814,5.49006632623321,0.125348080737298,2
"31",2010,31,927,0.0107913917792785,5.90619546324997,0.0324127184608181,2
"32",2010,32,1548,0.0114155697717546,5.73766683150856,0.0595149250173971,2
"33",2010,33,41,0.528683523296338,5.73254053807738,0.000465096791578468,2
"34",2010,34,1365,0.00658332775360666,4.52727323232358,0.586349311243083,2
"35",2010,35,1496,0.00628612958401478,5.3546258132121,0.15352864836653,2
"36",2010,36,455,0.0294173918257188,5.4153924890395,0.0736639938077032,2
"37",2010,37,3010,0.00368777805189086,5.52470113657795,0.484875237039357,2
"38",2010,38,1909,0.00786973522167556,5.29737362212236,0.345493897649079,2
"39",2010,39,12,1.81521387367452,5.54303993289245,0.000130609003765381,2
"40",2010,40,3286,0.0033134286387009,5.62206895080418,0.650057768530328,2
"41",2010,41,1,21.2329104415854,0.0114770341043723,0,3
"42",2010,42,1039,0.0182047320651928,5.58144976176345,0.0738575487507891,3
"43",2010,43,2,7.13394843984167,2.00918511453889,2.09899563037297e-05,3
"44",2010,44,349,0.0425261077500377,5.36208141672596,0.0576299878254977,3
"45",2010,45,24,0.906425632229515,5.81619390165814,0.000552860492598062,3
"46",2010,46,1,15.3228601276352,0.0142801140966396,0,3
"47",2010,47,18,1.14018494714065,6.13540802817123,0.000170236490691811,3
"48",2010,48,1,21.8410161050306,0.0110705685808907,0,3
"49",2010,49,1,20.2768772949982,0.011840774151407,0,3
"50",2010,50,6,3.27606964124195,6.67532845221144,1.26966391995609e-05,3
"51",2010,51,99,0.217817847458125,6.13205047444753,0.00135591227705689,3
"52",2010,52,3414,0.00378080196255592,5.58717131729733,0.334604730942882,3
"53",2010,53,3,7.27641211171423,3.81686263350152,1.82924851171995e-05,3
"54",2010,54,13,1.67686828981712,5.98067644353179,7.55591742825912e-05,3
"55",2010,55,7,3.11438005861435,3.44028179252845,0.000148815553788539,3
"56",2010,56,2128,0.00559330780880286,5.70120332573637,0.365527851246342,3
"57",2010,57,2136,0.00771314653825736,5.47003794418692,0.389774104305741,3
"58",2010,58,1,17.4279199813173,0.0147510056296804,0,3
"59",2010,59,515,0.0219652873951826,5.84502879294915,0.0302902477964235,3
"60",2010,60,935,0.0127284615005716,5.84786794540266,0.0289843326933715,3
"61",2016,1,99,0.0996722611545575,5.76898367479735,0.0144092609336353,1
"62",2016,2,201,0.0612496630038361,4.97532042970305,0.452178310543901,1
"63",2016,3,251,0.0674431399692585,5.0720675345008,0.469768590615856,1
"64",2016,4,178,0.0894870488279743,5.03457609440275,0.111955494026511,1
"65",2016,5,365,0.0178250728582222,5.4930594718903,0.491099081525719,1
"66",2016,6,111,0.129779599140228,5.49167132730487,0.0233732632064128,1
"67",2016,7,346,0.0414440712601963,4.77197433286009,0.544277493856241,1
"68",2016,8,202,0.0706524267003002,4.92167365205241,0.472264677155769,1
"69",2016,9,183,0.0338009679514353,4.78005709022039,0.200051082746654,1
"70",2016,10,67,0.170533624852396,4.43623508238584,0.122074910806294,1
"71",2016,11,834,0.014937356768144,6.5396532829598,0.0271483455158625,1
"72",2016,12,207,0.0403471345518295,5.4844291539781,0.18931689685751,1
"73",2016,13,212,0.0230069510387632,4.41244965288649,0.540127113074517,1
"74",2016,14,370,0.021269351237985,5.90374907724698,0.258159099292119,1
"75",2016,15,95,0.116803353920162,4.69363342017365,0.0329415552235088,1
"76",2016,16,261,0.0214401909604946,4.97953327100072,0.39320522763137,1
"77",2016,17,435,0.0139600485546949,6.16867198995686,0.147591445623466,1
"78",2016,18,288,0.0390318397938946,5.54592066292799,0.230420677193806,1
"79",2016,19,389,0.0286621520779346,5.71740274045709,0.174306535297186,1
"80",2016,20,42,0.418265021571324,4.94373484479613,0.0119698220747675,1
"81",2016,21,447,0.0267762749949471,5.98167419041627,0.0405314564106348,2
"82",2016,22,36,0.494102836271215,5.1305281650748,0.0107815137005455,2
"83",2016,23,804,0.0219506734306565,6.33074260183951,0.0194483451947761,2
"84",2016,24,177,0.0843394807540804,5.29500010836135,0.0352987950019208,2
"85",2016,25,640,0.0161821313243558,4.55852152249807,0.214932984099301,2
"86",2016,26,1,21.7496480169643,0.0352530714872695,0,2
"87",2016,27,534,0.0163994579440835,6.51296243691421,0.0157762628225994,2
"88",2016,28,341,0.0232739598430482,4.91094196981369,0.0947542278810481,2
"89",2016,29,352,0.0328014805380461,5.2679572500712,0.0686641726677852,2
"90",2016,30,220,0.0542526241491794,4.72103942224563,0.108533536879247,2
"91",2016,31,351,0.0232519483677949,5.73697925984047,0.287250112098788,2
"92",2016,32,121,0.158567558396148,5.03432484717147,0.0469659820655859,2
"93",2016,33,223,0.0474323308335939,5.23986707270666,0.518974567682876,2
"94",2016,34,261,0.0471968196167636,6.16951979233548,0.0125267151244526,2
"95",2016,35,501,0.0124072352204053,6.14560984142446,0.0895886586249637,2
"96",2016,36,300,0.0251508901918606,5.59405183526809,0.330444153698828,2
"97",2016,37,185,0.0431704553664408,4.83951014184084,0.574792808852969,2
"98",2016,38,195,0.0752905707542588,4.85089352993796,0.136037978810277,2
"99",2016,39,192,0.0821145786371839,5.53233442651719,0.0299413049738161,2
"100",2016,40,249,0.0550322969444145,5.23214574951473,0.484565342894452,2
"101",2016,41,9,2.3173785592898,6.23647193101706,5.0257123293207e-05,3
"102",2016,42,72,0.200751071403962,4.45756539933605,0.0238403126438103,3
"103",2016,43,277,0.0277122456333873,5.01314578722566,0.142241278559095,3
"104",2016,44,93,0.142072945041854,5.7888054575957,0.0171947685292386,3
"105",2016,45,2,10.8982837197032,4.0105039888598,2.29000378992872e-06,3
"106",2016,46,28,0.514570760865984,5.98664315327424,0.000346403042239873,3
"107",2016,47,52,0.359054527838127,7.01626619276657,0.000275338523315516,3
"108",2016,48,1,21.7464285459538,0.0362323272575041,0,3
"109",2016,49,11,1.80906817804828,6.50009544937262,4.76567719582821e-05,3
"110",2016,50,320,0.0543494748670576,6.40579505624701,0.00565431841176589,3
"111",2016,51,81,0.2350540435559,5.47656161193328,0.00947540147520964,3
"112",2016,52,116,0.0830969477694627,4.35186969466777,0.249269041765462,3
"113",2016,53,1,21.8307836777978,0.010544853448389,0,3
"114",2016,54,1,21.7321530621036,0.028821920403777,0,3
"115",2016,55,1,21.8389197053044,0.0108794790077252,0,3
"116",2016,56,305,0.0282437084897803,5.18718743359567,0.477181818111598,3
"117",2016,57,372,0.0349630740825792,5.03255787381473,0.408428838747364,3
"118",2016,58,64,0.261144879514458,6.45671146827033,0.000946468809464696,3
"119",2016,59,84,0.138477957256972,5.05973119901895,0.0128948476256969,3
"120",2016,60,346,0.0292741477048943,5.66859607354434,0.206344508665607,3
"121",2019,1,97,0.107729937331187,5.02211487540263,0.0379891936075742,1
"122",2019,2,330,0.0446955900508658,5.21812685628621,0.445171581136435,1
"123",2019,3,143,0.145143568359109,5.86667718808206,0.00500492598035096,1
"124",2019,4,343,0.0549631885744002,5.62500087543429,0.0386235124089402,1
"125",2019,5,221,0.0394225687369411,4.44033714578381,0.131017919857538,1
"126",2019,6,78,0.204076130310396,5.74634272947681,0.00334269446586555,1
"127",2019,7,335,0.060116832362861,5.48186153719624,0.0209005353164484,1
"128",2019,8,503,0.0354634503533835,5.60896033617135,0.0533757244256432,1
"129",2019,9,224,0.0255959978055021,4.33259714646775,0.308966930706561,1
"130",2019,10,394,0.0274138976166744,5.33645293701807,0.388614786165149,1
"131",2019,11,179,0.0865361627619228,6.21359648996131,0.00507478968570063,1
"132",2019,12,156,0.0629534247462509,5.0643728514217,0.109051832100655,1
"133",2019,13,45,0.300871628329716,6.76489346677307,0.000438655882915251,1
"134",2019,14,330,0.0258806293909399,5.19951779068324,0.241700933413006,1
"135",2019,15,621,0.0147847139883622,5.65229689087983,0.528828953447688,1
"136",2019,16,281,0.0179164729527001,4.22488192037598,0.385191630609159,1
"137",2019,17,142,0.0744659531531245,5.82977989317113,0.0107114461524477,1
"138",2019,18,991,0.0108532077509606,5.89056225331123,0.461344452207735,1
"139",2019,19,573,0.0214247243525858,5.59627490842738,0.317957295086281,1
"140",2019,20,770,0.0154657125258639,5.94578660052354,0.514596410623976,1
"141",2019,21,308,0.0517690484345365,6.22006185507656,0.0330508093751415,2
"142",2019,22,820,0.0155056882190916,6.01669528840737,0.380847208895092,2
"143",2019,23,112,0.188669290413635,6.343455792625,0.00177070876422714,2
"144",2019,24,161,0.0773355100431096,4.19250501042231,0.0539790895210126,2
"145",2019,25,170,0.116177833736477,5.95241627899144,0.00784812385673539,2
"146",2019,26,8,2.72726006171779,5.75648945990745,3.2028179566046e-05,2
"147",2019,27,160,0.0685284057833586,6.13372913797225,0.00706549478828344,2
"148",2019,28,22,0.608203223175164,6.32763866647408,0.000193969471340982,2
"149",2019,29,230,0.0885527057034226,5.86612470818291,0.00518609987647034,2
"150",2019,30,512,0.0347983929167843,5.76361882136853,0.0413664670770433,2
"151",2019,31,208,0.0469057440121744,4.51755132461351,0.309924120105427,2
"152",2019,32,37,0.587005413693303,5.99283038455679,0.000360776185051259,2
"153",2019,33,607,0.0302056630595934,5.87840431353077,0.030760963991347,2
"154",2019,34,3,4.86736597868002,1.52962654357645,0.000170903512127563,2
"155",2019,35,177,0.064177495977733,5.85204778137638,0.0251706292851742,2
"156",2019,36,278,0.0327849733652274,5.26115225463347,0.19569099028248,2
"157",2019,37,302,0.0318234106503902,4.67231977869477,0.679767213002145,2
"158",2019,38,416,0.0418898988910698,5.45335613518114,0.0705422565724176,2
"159",2019,39,200,0.106023793940593,5.7583243062392,0.00988412212877343,2
"160",2019,40,145,0.119727832444155,5.93282869287494,0.00445977352387861,2
"161",2019,41,1,21.2446902114757,0.0102008544093292,0,3
"162",2019,42,799,0.0162073663620157,5.90191043702542,0.1855852771892,3
"163",2019,43,24,0.587807189907844,6.753999101896,0.000183975426825356,3
"164",2019,44,62,0.228675829585338,5.67024849948784,0.0127471557650475,3
"165",2019,45,298,0.068460532622871,6.32529534262345,0.00556530818812984,3
"166",2019,46,2,7.65465420041671,4.01357850918055,3.26038227971281e-06,3
"167",2019,47,23,0.892776563540965,6.61586883381028,9.23691916717706e-05,3
"168",2019,48,23,0.946551603723614,6.02919856578383,0.000176531149350678,3
"169",2019,49,1,20.289680307612,0.0104495496829028,0,3
"170",2019,50,3,6.553437053743,5.34473956470833,5.07765963020379e-06,3
"171",2019,51,525,0.0354642855185549,5.79610151448602,0.0850643277122839,3
"172",2019,52,381,0.02549466791187,5.01059457491404,0.412742851049044,3
"173",2019,53,126,0.169510080585609,6.2097784640055,0.00256886158339198,3
"174",2019,54,93,0.233023739002205,6.54387504558262,0.000868115655952795,3
"175",2019,55,348,0.0562992908419092,6.09170436963975,0.00929925921488839,3
"176",2019,56,304,0.0264438134171345,3.98100600757449,0.475073170608499,3
"177",2019,57,423,0.0465891385970068,5.53603188168829,0.0187339247463205,3
"178",2019,58,2,8.71022889828874,4.01131950847823,2.8652638333071e-06,3
"179",2019,59,1,12.6530701191256,0.0143952149339933,0,3
"180",2019,60,214,0.0545572401386522,4.39826830916641,0.219225117791818,3
